Rk,Player,PPR,Day,G#,Week,Date,Age,Team,Home_Away,Opp,Result,Pos.,PFR_Id
,Hunter Henry,13.9,Sun,9,9,2023-11-05,28-333,NWE,Home,WAS,L 17-20,TE,HenrHu00
,T.J. Hockenson,13.9,Sun,9,9,2023-11-05,26-125,MIN,Away,ATL,W 31-28,TE,HockTJ00
,Juwan Johnson,13.9,Sun,9,9,2023-11-05,27-053,NOR,Home,CHI,W 24-17,TE,JohnJu02
,Christian Kirk,13.9,Sun,6,6,2023-10-15,26-331,JAX,Home,IND,W 37-20,WR,KirkCh01
,Sam LaPorta,13.9,Sun,17,18,2024-01-07,22-360,DET,Home,MIN,W 30-20,TE,LaPoSa01
,Michael Mayer,13.9,Thu,14,15,2023-12-14,22-161,LVR,Home,LAC,W 63-21,TE,MayeMi00
,Johnny Mundt,13.9,Sun,16,17,2023-12-31,29-038,MIN,Home,GNB,L 10-33,TE,MundJo00
,La'Mical Perine,13.9,Sun,17,18,2024-01-07,25-342,KAN,Away,LAC,W 13-12,RB,PeriLa00
,Kyle Pitts,13.9,Sun,15,16,2023-12-24,23-079,ATL,Home,IND,W 29-10,TE,PittKy00
,Jalen Tolbert,13.9,Sun,8,9,2023-11-05,24-251,DAL,Away,PHI,L 23-28,WR,TolbJa00
,Jaylen Waddle,13.9,Mon,13,14,2023-12-11,25-016,MIA,Home,TEN,L 27-28,WR,WaddJa00
,Kenneth Walker III,13.9,Mon,4,4,2023-10-02,22-347,SEA,Away,NYG,W 24-3,RB,WalkKe00
,Josh Allen,13.86,Sun,6,6,2023-10-15,27-147,BUF,Home,NYG,W 14-9,QB,AlleJo02
,Jacoby Brissett,13.86,Sun,14,15,2023-12-17,31-006,WAS,Away,LAR,L 20-28,QB,BrisJa00
,Geno Smith,13.86,Sun,7,8,2023-10-29,33-019,SEA,Home,CLE,W 24-20,QB,SmitGe00
,Russell Wilson,13.86,Sun,7,7,2023-10-22,34-327,DEN,Home,GNB,W 19-17,QB,WilsRu00
,Tyler Huntley,13.84,Sat,17,18,2024-01-06,25-337,BAL,Home,PIT,L 10-17,QB,HuntTy01
,Jordan Love,13.82,Sun,8,9,2023-11-05,25-003,GNB,Home,LAR,W 20-3,QB,LoveJo03
,Robbie Chosen,13.8,Sun,3,3,2023-09-24,30-138,MIA,Home,DEN,W 70-20,WR,AndeRo04
,Saquon Barkley,13.8,Sun,6,6,2023-10-15,26-248,NYG,Away,BUF,L 9-14,RB,BarkSa00
,Joe Burrow,13.8,Sun,6,6,2023-10-15,26-309,CIN,Home,SEA,W 17-13,QB,BurrJo01
,Nico Collins,13.8,Sun,15,16,2023-12-24,24-280,HOU,Home,CLE,L 22-36,WR,CollNi00
,Michael Gallup,13.8,Sun,13,14,2023-12-10,27-281,DAL,Home,PHI,W 33-13,WR,GallMi00
,Najee Harris,13.8,Sat,15,16,2023-12-23,25-289,PIT,Home,CIN,W 34-11,RB,HarrNa00
,T.J. Hockenson,13.8,Sun,3,3,2023-09-24,26-083,MIN,Home,LAC,L 24-28,TE,HockTJ00
,Christian McCaffrey,13.8,Sun,5,5,2023-10-08,27-123,SFO,Home,DAL,W 42-10,RB,McCaCh01
,Andrew Ogletree,13.8,Sun,4,4,2023-10-01,25-065,IND,Home,LAR,L 23-29 (OT),TE,OgleAn00
,Desmond Ridder,13.8,Sun,7,7,2023-10-22,24-052,ATL,Away,TAM,W 16-13,QB,RiddDe00
,Justin Watson,13.8,Mon,15,16,2023-12-25,27-265,KAN,Home,LVR,L 14-20,WR,WatsJu01
,Olamide Zaccheaus,13.8,Mon,3,3,2023-09-25,26-064,PHI,Away,TAM,W 25-11,WR,ZaccOl01
,Geno Smith,13.76,Sun,6,7,2023-10-22,33-012,SEA,Home,ARI,W 20-10,QB,SmitGe00
,Jared Goff,13.74,Sun,10,11,2023-11-19,29-036,DET,Home,CHI,W 31-26,QB,GoffJa00
,Mac Jones,13.74,Sun,2,2,2023-09-17,25-012,NWE,Home,MIA,L 17-24,QB,JoneMa05
,Trevor Siemian,13.74,Thu,16,17,2023-12-28,32-002,NYJ,Away,CLE,L 20-37,QB,SiemTr00
,Michael Carter,13.7,Sun,16,17,2023-12-31,24-238,ARI,Away,PHI,W 35-31,RB,CartMi03
,Josh Downs,13.7,Sun,3,3,2023-09-24,22-043,IND,Away,BAL,W 22-19 (OT),WR,DownJo00
,Evan Engram,13.7,Sun,3,3,2023-09-24,29-022,JAX,Home,HOU,L 17-37,TE,EngrEv00
,Travis Etienne,13.7,Sun,17,18,2024-01-07,24-346,JAX,Away,TEN,L 20-28,RB,EtieTr00
,Royce Freeman,13.7,Sun,11,12,2023-11-26,27-275,LAR,Away,ARI,W 37-14,RB,FreeRo00
,Chris Godwin,13.7,Sun,5,6,2023-10-15,27-230,TAM,Home,DET,L 6-20,WR,GodwCh00
,Mecole Hardman,13.7,Sun,17,18,2024-01-07,25-301,KAN,Away,LAC,W 13-12,WR,HardMe00
,Kareem Hunt,13.7,Sun,7,8,2023-10-29,28-084,CLE,Away,SEA,L 20-24,RB,HuntKa00
,D.K. Metcalf,13.7,Sun,1,1,2023-09-10,25-270,SEA,Home,LAR,L 13-30,WR,MetcDK00
,Samaje Perine,13.7,Sun,10,11,2023-11-19,28-064,DEN,Home,MIN,W 21-20,RB,PeriSa00
,Kalif Raymond,13.7,Sun,2,2,2023-09-17,29-040,DET,Home,SEA,L 31-37 (OT),WR,RaymKa00
,Patrick Mahomes,13.64,Sun,13,14,2023-12-10,28-084,KAN,Home,BUF,L 17-20,QB,MahoPa00
,Tyler Boyd,13.6,Sun,7,8,2023-10-29,28-348,CIN,Away,SFO,W 31-17,WR,BoydTy00
,Stefon Diggs,13.6,Sun,2,2,2023-09-17,29-292,BUF,Home,LVR,W 38-10,WR,DiggSt00
,AJ Dillon,13.6,Mon,5,5,2023-10-09,25-160,GNB,Away,LVR,L 13-17,RB,DillAJ00
,Will Dissly,13.6,Sun,17,18,2024-01-07,27-183,SEA,Away,ARI,W 21-20,TE,DissWi00
,Greg Dortch,13.6,Sun,11,11,2023-11-19,25-174,ARI,Away,HOU,L 16-21,WR,DortGr01
,Rico Dowdle,13.6,Sun,3,3,2023-09-24,25-102,DAL,Away,ARI,L 16-28,RB,DowdRi01
,Darrell Henderson,13.6,Sun,7,7,2023-10-22,26-064,LAR,Home,PIT,L 17-24,RB,HendDa00
,Tyreek Hill,13.6,Sun,16,17,2023-12-31,29-305,MIA,Away,BAL,L 19-56,WR,HillTy00
,Keaton Mitchell,13.6,Sun,10,10,2023-11-12,21-299,BAL,Home,CLE,L 31-33,RB,MitcKe01
,Samaje Perine,13.6,Sun,11,12,2023-11-26,28-071,DEN,Home,CLE,W 29-12,RB,PeriSa00
,Michael Pittman Jr.,13.6,Sun,2,2,2023-09-17,25-347,IND,Away,HOU,W 31-20,WR,PittMi01
,Brian Robinson Jr.,13.6,Sun,1,1,2023-09-10,24-172,WAS,Home,ARI,W 20-16,RB,RobiBr01
,Brian Robinson Jr.,13.6,Sun,6,6,2023-10-15,24-207,WAS,Away,ATL,W 24-16,RB,RobiBr01
,Demarcus Robinson,13.6,Sun,13,14,2023-12-10,29-080,LAR,Away,BAL,L 31-37 (OT),WR,RobiDe01
,Jonnu Smith,13.6,Sun,6,6,2023-10-15,28-054,ATL,Home,WAS,L 16-24,TE,SmitJo01
,Darren Waller,13.6,Sun,2,2,2023-09-17,31-004,NYG,Away,ARI,W 31-28,TE,WallDa01
,Jarrett Stidham,13.56,Sun,16,17,2023-12-31,27-145,DEN,Home,LAC,W 16-9,QB,StidJa00
,Tommy DeVito,13.54,Sun,10,10,2023-11-12,25-097,NYG,Away,DAL,L 17-49,QB,DeViTo00
,Bryce Young,13.52,Mon,2,2,2023-09-18,22-055,CAR,Home,NOR,L 17-20,QB,YounBr01
,Nico Collins,13.5,Sun,10,11,2023-11-19,24-245,HOU,Home,ARI,W 21-16,WR,CollNi00
,DeAndre Hopkins,13.5,Sun,1,1,2023-09-10,31-096,TEN,Away,NOR,L 15-16,WR,HopkDe00
,Alvin Kamara,13.5,Sun,13,14,2023-12-10,28-138,NOR,Home,CAR,W 28-6,RB,KamaAl00
,Joshua Kelley,13.5,Sun,6,7,2023-10-22,25-336,LAC,Away,KAN,L 17-31,RB,KellJo01
,D.K. Metcalf,13.5,Sun,2,2,2023-09-17,25-277,SEA,Away,DET,W 37-31 (OT),WR,MetcDK00
,Jakobi Meyers,13.5,Sun,9,9,2023-11-05,26-361,LVR,Home,NYG,W 30-6,WR,MeyeJa01
,Joe Mixon,13.5,Sun,2,2,2023-09-17,27-055,CIN,Home,BAL,L 24-27,RB,MixoJo00
,Wan'Dale Robinson,13.5,Sun,9,9,2023-11-05,22-304,NYG,Away,LVR,L 6-30,WR,RobiWa01
,Wan'Dale Robinson,13.5,Sun,17,18,2024-01-07,23-002,NYG,Home,PHI,W 27-10,WR,RobiWa01
,Devin Singletary,13.5,Sat,17,18,2024-01-06,26-125,HOU,Away,IND,W 23-19,RB,SingDe00
,Jake Browning,13.4,Sat,15,16,2023-12-23,27-256,CIN,Away,PIT,L 11-34,QB,BrowJa08
,Trenton Irwin,13.4,Sun,9,10,2023-11-12,27-337,CIN,Home,HOU,L 27-30,WR,IrwiTr00
,Jauan Jennings,13.4,Sun,12,13,2023-12-03,26-146,SFO,Away,PHI,W 42-19,WR,JennJa00
,Quentin Johnston,13.4,Sun,9,10,2023-11-12,22-067,LAC,Home,DET,L 38-41,WR,JohnQu02
,Alexander Mattison,13.4,Sun,1,1,2023-09-10,25-083,MIN,Home,TAM,L 17-20,RB,MattAl01
,Joe Mixon,13.4,Sun,5,5,2023-10-08,27-076,CIN,Away,ARI,W 34-20,RB,MixoJo00
,David Montgomery,13.4,Thu,1,1,2023-09-07,26-092,DET,Away,KAN,W 21-20,RB,MontDa01
,D.J. Moore,13.4,Sun,7,7,2023-10-22,26-191,CHI,Home,LVR,W 30-12,WR,MoorD.00
,Isiah Pacheco,13.4,Sun,5,5,2023-10-08,24-220,KAN,Away,MIN,W 27-20,RB,PachIs00
,Josh Reynolds,13.4,Sun,13,14,2023-12-10,28-297,DET,Away,CHI,L 13-28,WR,ReynJo00
,Robert Woods,13.4,Sun,2,2,2023-09-17,31-160,HOU,Home,IND,L 20-31,WR,WoodRo02
,Justin Herbert,13.38,Sun,11,12,2023-11-26,25-261,LAC,Home,BAL,L 10-20,QB,HerbJu00
,Baker Mayfield,13.36,Sun,11,12,2023-11-26,28-226,TAM,Away,IND,L 20-27,QB,MayfBa00
,Mac Jones,13.34,Sun,3,3,2023-09-24,25-019,NWE,Away,NYJ,W 15-10,QB,JoneMa05
,Kyler Murray,13.34,Sun,14,15,2023-12-17,26-132,ARI,Home,SFO,L 29-45,QB,MurrKy00
,Diontae Johnson,13.3,Sun,12,13,2023-12-03,27-151,PIT,Home,ARI,L 10-24,WR,JohnDi01
,Cole Kmet,13.3,Sun,14,15,2023-12-17,24-282,CHI,Away,CLE,L 17-20,TE,KmetCo00
,Donald Parham,13.3,Sun,17,18,2024-01-07,26-144,LAC,Home,KAN,L 12-13,TE,ParhDo00
,Rashee Rice,13.3,Sun,5,5,2023-10-08,23-169,KAN,Away,MIN,W 27-20,WR,RiceRa01
,Rachaad White,13.3,Sun,17,18,2024-01-07,24-360,TAM,Away,CAR,W 9-0,RB,WhitRa01
,Jameson Williams,13.3,Sun,6,6,2023-10-15,22-203,DET,Away,TAM,W 20-6,WR,WillJa11
,Gardner Minshew II,13.26,Sun,16,17,2023-12-31,27-229,IND,Home,LVR,W 23-20,QB,MinsGa00
,Matthew Stafford,13.24,Sun,6,6,2023-10-15,35-250,LAR,Home,ARI,W 26-9,QB,StafMa00
,Patrick Mahomes,13.22,Sun,4,4,2023-10-01,28-014,KAN,Away,NYJ,W 23-20,QB,MahoPa00
,Geno Smith,13.22,Sun,10,11,2023-11-19,33-040,SEA,Away,LAR,L 16-17,QB,SmitGe00
,DJ Chark,13.2,Sun,5,5,2023-10-08,27-015,CAR,Away,DET,L 24-42,WR,CharDJ00
,James Cook,13.2,Sun,3,3,2023-09-24,23-364,BUF,Away,WAS,W 37-3,RB,CookJa01
,Ezekiel Elliott,13.2,Sun,12,13,2023-12-03,28-134,NWE,Home,LAC,L 0-6,RB,ElliEz00
,Jerome Ford,13.2,Sun,13,14,2023-12-10,24-089,CLE,Home,JAX,W 31-27,RB,FordJe00
,D.K. Metcalf,13.2,Sun,13,14,2023-12-10,25-361,SEA,Away,SFO,L 16-28,WR,MetcDK00
,Darnell Mooney,13.2,Sun,9,9,2023-11-05,26-007,CHI,Away,NOR,L 17-24,WR,MoonDa00
,Demarcus Robinson,13.2,Sun,16,17,2023-12-31,29-101,LAR,Away,NYG,W 26-25,WR,RobiDe01
,Dalton Schultz,13.2,Sun,4,4,2023-10-01,27-082,HOU,Home,PIT,W 30-6,TE,SchuDa00
,Devin Singletary,13.2,Sun,11,12,2023-11-26,26-084,HOU,Home,JAX,L 21-24,RB,SingDe00
,Jaxon Smith-Njigba,13.2,Thu,12,13,2023-11-30,21-289,SEA,Away,DAL,L 35-41,WR,SmitJa06
,Rhamondre Stevenson,13.2,Sun,10,10,2023-11-12,25-262,NWE,Home,IND,L 6-10,RB,StevRh00
,Courtland Sutton,13.2,Sun,1,1,2023-09-10,27-335,DEN,Home,LVR,L 16-17,WR,SuttCo00
,Michael Thomas,13.2,Thu,7,7,2023-10-19,30-230,NOR,Home,JAX,L 24-31,WR,ThomMi05
,De'Von Achane,13.1,Sun,17,18,2024-01-07,22-086,MIA,Home,BUF,L 14-21,RB,AchaDe00
,Josh Downs,13.1,Sun,6,6,2023-10-15,22-064,IND,Away,JAX,L 20-37,WR,DownJo00
,Ezekiel Elliott,13.1,Sun,17,18,2024-01-07,28-169,NWE,Home,NYJ,L 3-17,RB,ElliEz00
,Pat Freiermuth,13.1,Sun,3,3,2023-09-24,24-334,PIT,Away,LVR,W 23-18,TE,FreiPa00
,Jerry Jeudy,13.1,Sun,3,3,2023-09-24,24-153,DEN,Away,MIA,L 20-70,WR,JeudJe00
,Christian McCaffrey,13.1,Sun,16,17,2023-12-31,27-207,SFO,Away,WAS,W 27-10,RB,McCaCh01
,D.J. Moore,13.1,Sun,3,3,2023-09-24,26-163,CHI,Away,KAN,L 10-41,WR,MoorD.00
,Brian Robinson Jr.,13.1,Sun,4,4,2023-10-01,24-193,WAS,Away,PHI,L 31-34 (OT),RB,RobiBr01
,Kenneth Walker III,13.1,Sun,6,7,2023-10-22,23-002,SEA,Home,ARI,W 20-10,RB,WalkKe00
,Zamir White,13.1,Sun,17,18,2024-01-07,24-111,LVR,Home,DEN,W 27-14,RB,WhitZa01
,Gardner Minshew II,13.08,Sun,3,3,2023-09-24,27-131,IND,Away,BAL,W 22-19 (OT),QB,MinsGa00
,Jarrett Stidham,13.08,Sun,17,18,2024-01-07,27-152,DEN,Away,LVR,L 14-27,QB,StidJa00
,Lamar Jackson,13.02,Sun,10,10,2023-11-12,26-309,BAL,Home,CLE,L 31-33,QB,JackLa00
,Brandon Aiyuk,13.0,Thu,11,12,2023-11-23,25-251,SFO,Away,SEA,W 31-13,WR,AiyuBr00
,Brandon Aubrey,13.0,Sun,7,8,2023-10-29,28-229,DAL,Home,LAR,W 43-20,K,AubrBr00
,Chris Boswell,13.0,Sun,3,3,2023-09-24,32-192,PIT,Away,LVR,W 23-18,K,BoswCh00
,Daniel Carlson,13.0,Sun,6,6,2023-10-15,28-265,LVR,Home,NWE,W 21-17,K,CarlDa00
,River Cracraft,13.0,Sun,1,1,2023-09-10,28-313,MIA,Away,LAC,W 36-34,WR,CracRi00
,Cameron Dicker,13.0,Sun,16,17,2023-12-31,23-239,LAC,Away,DEN,L 9-16,K,DickCa00
,Rico Dowdle,13.0,Sun,17,18,2024-01-07,25-207,DAL,Away,WAS,W 38-10,RB,DowdRi01
,Darrynton Evans,13.0,Sun,8,8,2023-10-29,25-112,CHI,Away,LAC,L 13-30,RB,EvanDa02
,Ka'imi Fairbairn,13.0,Sun,3,3,2023-09-24,29-238,HOU,Away,JAX,W 37-17,K,FairKa01
,Ka'imi Fairbairn,13.0,Sun,5,5,2023-10-08,29-252,HOU,Away,ATL,L 19-21,K,FairKa01
,Zay Flowers,13.0,Sun,3,3,2023-09-24,23-013,BAL,Home,IND,L 19-22 (OT),WR,FlowZa00
,Matt Gay,13.0,Sun,12,13,2023-12-03,29-263,IND,Away,TEN,W 31-28 (OT),K,GayxMa00
,Lucas Havrisik,13.0,Sun,13,14,2023-12-10,24-072,LAR,Away,BAL,L 31-37 (OT),K,HavrLu00
,Dustin Hopkins,13.0,Sun,9,10,2023-11-12,33-042,CLE,Away,BAL,W 33-31,K,HopkDu00
,Jerry Jeudy,13.0,Sun,8,8,2023-10-29,24-188,DEN,Home,KAN,W 24-9,WR,JeudJe00
,George Kittle,13.0,Mon,7,7,2023-10-23,30-014,SFO,Away,MIN,L 17-22,TE,KittGe00
,Younghoe Koo,13.0,Sun,2,2,2023-09-17,29-045,ATL,Home,GNB,W 25-24,K,KooxYo00
,Patrick Mahomes,13.0,Sun,12,13,2023-12-03,28-077,KAN,Away,GNB,L 19-27,QB,MahoPa00
,Trey McBride,13.0,Sun,12,12,2023-11-26,24-004,ARI,Home,LAR,L 14-37,TE,McBrTr01
,Brandon McManus,13.0,Sun,4,4,2023-10-01,32-068,JAX,Home,ATL,W 23-7,K,McMaBr01
,Kendre Miller,13.0,Sun,5,5,2023-10-08,21-119,NOR,Away,NWE,W 34-0,RB,MillKe01
,Raheem Mostert,13.0,Sun,1,1,2023-09-10,31-154,MIA,Away,LAC,W 36-34,RB,MostRa00
,Eddy Piñeiro,13.0,Mon,2,2,2023-09-18,28-005,CAR,Home,NOR,L 17-20,K,PineEd00
,Matt Prater,13.0,Sun,14,15,2023-12-17,39-129,ARI,Home,SFO,L 29-45,K,PratMa20
,Bijan Robinson,13.0,Sun,6,6,2023-10-15,21-258,ATL,Home,WAS,L 16-24,RB,RobiBi01
,Cairo Santos,13.0,Sun,16,17,2023-12-31,32-049,CHI,Home,ATL,W 37-17,K,SantCa01
,JuJu Smith-Schuster,13.0,Thu,13,14,2023-12-07,27-015,NWE,Away,PIT,W 21-18,WR,SmitJu00
,Justin Tucker,13.0,Sun,9,9,2023-11-05,33-349,BAL,Home,SEA,W 37-3,K,TuckJu00
,Rachaad White,13.0,Sun,11,12,2023-11-26,24-318,TAM,Away,IND,L 20-27,RB,WhitRa01
,Garrett Wilson,13.0,Mon,8,9,2023-11-06,23-107,NYJ,Home,LAC,L 6-27,WR,WilsGa00
,Tua Tagovailoa,12.96,Sun,14,15,2023-12-17,25-290,MIA,Home,NYJ,W 30-0,QB,TagoTu00
,C.J. Stroud,12.92,Sun,16,17,2023-12-31,22-089,HOU,Home,TEN,W 26-3,QB,StroCJ00
,Zach Charbonnet,12.9,Sun,10,11,2023-11-19,22-315,SEA,Away,LAR,L 16-17,RB,CharZa00
,Evan Engram,12.9,Sun,4,4,2023-10-01,29-029,JAX,Home,ATL,W 23-7,TE,EngrEv00
,Mike Evans,12.9,Thu,7,8,2023-10-26,30-066,TAM,Away,BUF,L 18-24,WR,EvanMi00
,Jake Ferguson,12.9,Sun,17,18,2024-01-07,24-354,DAL,Away,WAS,W 38-10,TE,FergJa00
,Darrell Henderson,12.9,Sun,10,11,2023-11-19,26-092,LAR,Home,SEA,W 17-16,RB,HendDa00
,Justice Hill,12.9,Sun,1,1,2023-09-10,25-300,BAL,Home,HOU,W 25-9,RB,HillJu00
,Diontae Johnson,12.9,Sun,6,7,2023-10-22,27-109,PIT,Away,LAR,W 24-17,WR,JohnDi01
,Christian Kirk,12.9,Sun,11,12,2023-11-26,27-008,JAX,Away,HOU,W 24-21,WR,KirkCh01
,Jordan Mason,12.9,Sun,5,5,2023-10-08,24-137,SFO,Home,DAL,W 42-10,RB,MasoJo00
,Jonathan Mingo,12.9,Sun,12,13,2023-12-03,22-227,CAR,Away,TAM,L 18-21,WR,MingJo00
,C.J. Stroud,12.9,Sun,7,8,2023-10-29,22-026,HOU,Away,CAR,L 13-15,QB,StroCJ00
,Amon-Ra St. Brown,12.9,Sun,12,13,2023-12-03,24-040,DET,Away,NOR,W 33-28,WR,StxxAm00
,Tyson Bagent,12.88,Sun,7,7,2023-10-22,23-136,CHI,Home,LVR,W 30-12,QB,BageTy00
,Mitchell Trubisky,12.86,Sat,14,15,2023-12-16,29-118,PIT,Away,IND,L 13-30,QB,TrubMi00
,Keenan Allen,12.8,Sun,13,14,2023-12-10,31-227,LAC,Home,DEN,L 7-24,WR,AlleKe00
,Matt Breida,12.8,Mon,4,4,2023-10-02,28-216,NYG,Home,SEA,L 3-24,RB,BreiMa00
,Xavier Gipson,12.8,Sun,12,13,2023-12-03,22-270,NYJ,Home,ATL,L 8-13,WR,GipsXa00
,Brandon Johnson,12.8,Sun,17,18,2024-01-07,25-165,DEN,Away,LVR,L 14-27,WR,JohnBr23
,Zay Jones,12.8,Mon,12,13,2023-12-04,28-249,JAX,Home,CIN,L 31-34 (OT),WR,JoneZa00
,Lucas Krull,12.8,Sun,15,16,2023-12-24,25-166,DEN,Home,NWE,L 23-26,TE,KrulLu00
,D.K. Metcalf,12.8,Mon,14,15,2023-12-18,26-004,SEA,Home,PHI,W 20-17,WR,MetcDK00
,D.J. Montgomery,12.8,Sat,14,15,2023-12-16,27-029,IND,Home,PIT,W 30-13,WR,MontDJ01
,Chris Olave,12.8,Sun,13,14,2023-12-10,23-166,NOR,Home,CAR,W 28-6,WR,OlavCh00
,Alec Pierce,12.8,Sun,16,17,2023-12-31,23-243,IND,Home,LVR,W 23-20,WR,PierAl00
,Tyjae Spears,12.8,Sun,12,13,2023-12-03,22-171,TEN,Home,IND,L 28-31 (OT),RB,SpeaTy00
,Brock Purdy,12.78,Mon,7,7,2023-10-23,23-300,SFO,Away,MIN,L 17-22,QB,PurdBr00
,Davante Adams,12.7,Sun,7,7,2023-10-22,30-302,LVR,Away,CHI,L 12-30,WR,AdamDa01
,Amari Cooper,12.7,Sun,13,14,2023-12-10,29-176,CLE,Home,JAX,W 31-27,WR,CoopAm00
,Emari Demercado,12.7,Sun,5,5,2023-10-08,24-261,ARI,Home,CIN,L 20-34,RB,DemeEm00
,Jahan Dotson,12.7,Sun,4,4,2023-10-01,23-193,WAS,Away,PHI,L 31-34 (OT),WR,DotsJa00
,Clyde Edwards-Helaire,12.7,Sun,3,3,2023-09-24,24-166,KAN,Home,CHI,W 41-10,RB,EdwaCl00
,Mike Evans,12.7,Sun,8,9,2023-11-05,30-076,TAM,Away,HOU,L 37-39,WR,EvanMi00
,Jerome Ford,12.7,Sun,8,9,2023-11-05,24-054,CLE,Home,ARI,W 27-0,RB,FordJe00
,Josh Jacobs,12.7,Sun,10,10,2023-11-12,25-274,LVR,Home,NYJ,W 16-12,RB,JacoJo01
,Dalton Kincaid,12.7,Sun,16,17,2023-12-31,24-074,BUF,Home,NWE,W 27-21,TE,KincDa00
,Cooper Kupp,12.7,Sun,16,17,2023-12-31,30-199,LAR,Away,NYG,W 26-25,WR,KuppCo00
,Jerick McKinnon,12.7,Sun,13,14,2023-12-10,31-221,KAN,Home,BUF,L 17-20,RB,McKiJe00
,Chris Olave,12.7,Thu,7,7,2023-10-19,23-114,NOR,Home,JAX,L 24-31,WR,OlavCh00
,Ryan Tannehill,12.7,Sun,4,4,2023-10-01,35-066,TEN,Home,CIN,W 27-3,QB,TannRy00
,Jared Goff,12.68,Mon,8,8,2023-10-30,29-016,DET,Home,LVR,W 26-14,QB,GoffJa00
,Bryce Young,12.68,Sun,6,6,2023-10-15,22-082,CAR,Away,MIA,L 21-42,QB,YounBr01
,Davante Adams,12.6,Sun,1,1,2023-09-10,30-260,LVR,Away,DEN,W 17-16,WR,AdamDa01
,Kendrick Bourne,12.6,Sun,8,8,2023-10-29,28-086,NWE,Away,MIA,L 17-31,WR,BourKe00
,Chase Claypool,12.6,Sun,2,2,2023-09-17,25-072,CHI,Away,TAM,L 17-27,WR,ClayCh01
,Tyler Conklin,12.6,Mon,8,9,2023-11-06,28-099,NYJ,Home,LAC,L 6-27,TE,ConkTy00
,Travis Etienne,12.6,Sun,11,12,2023-11-26,24-304,JAX,Away,HOU,W 24-21,RB,EtieTr00
,Jake Ferguson,12.6,Sun,9,10,2023-11-12,24-298,DAL,Home,NYG,W 49-17,TE,FergJa00
,Jahmyr Gibbs,12.6,Sun,2,2,2023-09-17,21-181,DET,Home,SEA,L 31-37 (OT),RB,GibbJa01
,Antonio Gibson,12.6,Sun,9,9,2023-11-05,25-135,WAS,Away,NWE,W 20-17,RB,GibsAn00
,Chris Godwin,12.6,Sun,6,7,2023-10-22,27-237,TAM,Home,ATL,L 13-16,WR,GodwCh00
,Kyle Juszczyk,12.6,Sun,5,5,2023-10-08,32-168,SFO,Home,DAL,W 42-10,FB,JuszKy00
,Travis Kelce,12.6,Sun,2,2,2023-09-17,33-347,KAN,Away,JAX,W 17-9,TE,KelcTr00
,Alexander Mattison,12.6,Sun,5,5,2023-10-08,25-111,MIN,Home,KAN,L 20-27,RB,MattAl01
,Bo Melton,12.6,Sun,17,18,2024-01-07,24-234,GNB,Home,CHI,W 17-9,WR,MeltBo00
,David Njoku,12.6,Sun,8,9,2023-11-05,27-118,CLE,Home,ARI,W 27-0,TE,NjokDa00
,David Njoku,12.6,Sun,10,11,2023-11-19,27-132,CLE,Home,PIT,W 13-10,TE,NjokDa00
,George Pickens,12.6,Sun,12,13,2023-12-03,22-274,PIT,Home,ARI,L 10-24,WR,PickGe00
,Jaxon Smith-Njigba,12.6,Sun,7,8,2023-10-29,21-257,SEA,Home,CLE,W 24-20,WR,SmitJa06
,Adam Trautman,12.6,Sun,5,5,2023-10-08,26-245,DEN,Home,NYJ,L 21-31,TE,TrauAd00
,Jaylen Warren,12.6,Mon,2,2,2023-09-18,24-321,PIT,Home,CLE,W 26-22,RB,WarrJa01
,Javonte Williams,12.6,Sun,7,7,2023-10-22,23-180,DEN,Home,GNB,W 19-17,RB,WillJa10
,Matthew Stafford,12.58,Sun,16,17,2023-12-31,35-327,LAR,Away,NYG,W 26-25,QB,StafMa00
,Will Levis,12.52,Sun,10,11,2023-11-19,24-145,TEN,Away,JAX,L 14-34,QB,LeviWi00
,Mark Andrews,12.5,Sun,5,5,2023-10-08,28-032,BAL,Away,PIT,L 10-17,TE,AndrMa00
,Greg Dortch,12.5,Sun,15,16,2023-12-24,25-209,ARI,Away,CHI,L 16-27,WR,DortGr01
,Justice Hill,12.5,Sun,5,5,2023-10-08,25-328,BAL,Away,PIT,L 10-17,RB,HillJu00
,Tyreek Hill,12.5,Sun,9,9,2023-11-05,29-249,MIA,Away,KAN,L 14-21,WR,HillTy00
,Jalen Hurts,12.5,Sun,1,1,2023-09-10,25-034,PHI,Away,NWE,W 25-20,QB,HurtJa00
,Roschon Johnson,12.5,Mon,12,12,2023-11-27,22-300,CHI,Away,MIN,W 12-10,RB,JohnRo07
,Michael Mayer,12.5,Sun,6,6,2023-10-15,22-101,LVR,Home,NWE,W 21-17,TE,MayeMi00
,Joe Mixon,12.5,Sun,9,10,2023-11-12,27-111,CIN,Home,HOU,L 27-30,RB,MixoJo00
,David Montgomery,12.5,Sun,12,13,2023-12-03,26-179,DET,Away,NOR,W 33-28,RB,MontDa01
,David Montgomery,12.5,Sat,16,17,2023-12-30,26-206,DET,Away,DAL,L 19-20,RB,MontDa01
,Devin Singletary,12.5,Sun,13,14,2023-12-10,26-098,HOU,Away,NYJ,L 6-30,RB,SingDe00
,Michael Thomas,12.5,Mon,2,2,2023-09-18,30-199,NOR,Away,CAR,W 20-17,WR,ThomMi05
